".metric",".estimator",".estimate","prueba_2","prueba_3","prueba_4","prueba_5","prueba_6","prueba_7","prueba_8","prueba_9","prueba_10","prueba_11","prueba_12","prueba_13","prueba_14","prueba_15","prueba_16","prueba_17","prueba_18","prueba_19","prueba_20","prueba_21","prueba_22","prueba_23","prueba_24","prueba_25","prueba_26","prueba_27","prueba_28","prueba_29","prueba_30","prueba_31","prueba_32","prueba_33","prueba_34","prueba_35","prueba_36","prueba_37","prueba_38","prueba_39","prueba_40","prueba_41","prueba_42","prueba_43","prueba_44","prueba_45","prueba_46","prueba_47","prueba_48","prueba_49","prueba_50","prueba_51","prueba_52","prueba_53","prueba_54","prueba_55","prueba_56","prueba_57","prueba_58","prueba_59","prueba_60","prueba_61","prueba_62","prueba_63","prueba_64","prueba_65","prueba_66","prueba_67","prueba_68","prueba_69","prueba_70","prueba_71","prueba_72","prueba_73","prueba_74","prueba_75","prueba_76","prueba_77","prueba_78","prueba_79","prueba_80","prueba_81","prueba_82","prueba_83","prueba_84","prueba_85","prueba_86","prueba_87","prueba_88","prueba_89","prueba_90","prueba_91","prueba_92","prueba_93","prueba_94","prueba_95","prueba_96","prueba_97","prueba_98","prueba_99","prueba_100"
"rmse","standard","47017.4995921077","49166.0393538212","46981.5417414875","45064.9028759198","43976.3780913112","45159.8029819695","47880.8721138435","44470.4371988265","45186.2203975384","42805.1377162553","45221.5483046436","49511.1093444921","50487.3002152016","44505.50953066","46370.9434528743","42967.7949366311","51546.1114720462","42550.8262924113","45943.9367928186","45934.1518387009","48106.1123155956","45619.4360768315","50062.485764734","41729.7517606126","44251.1591704306","40643.894436352","44245.3764079823","44205.620296217","46393.9197026845","46419.1920042666","51660.6910087654","41395.0947852047","45886.2913914877","48255.5076784043","44982.1911154183","46756.341542469","45941.914111829","44037.2686677647","42150.4446002778","44453.2380096528","40557.7628292366","45177.3084575795","40783.8833318634","45956.9786058854","46971.7205805807","41672.0914928602","42915.7246631134","48906.8458322161","48285.6143827089","46739.237632909","46028.3901721391","44398.799968413","49396.5124642445","46358.2879519873","45631.5632898221","46352.1854462635","48798.6069469274","44580.2765934788","43125.8753009398","48769.6025196514","50073.2096880929","47024.1758712744","41789.5455901784","39704.0032342031","41639.4778226676","42112.7560133198","46475.5447175216","44414.7446183165","50953.6172729558","45112.3815670467","45097.0307108201","49272.8560608727","46337.3372043474","49898.4835413246","49956.5563524245","43783.3710761384","44244.5469508051","43881.5311080923","46300.7998611929","45946.977828453","52363.9546739462","44750.1030976037","43580.9248737339","45606.755335946","43883.759607074","46065.8374580544","44835.9222775458","45586.8090714608","43859.5754362522","45635.0414796712","44366.7203045019","47422.4714646427","43760.3843783179","46761.848525862","46711.8272047661","47795.0434526525","46629.3652963404","49139.9923656735","52055.0476912513","46155.93919534"
"rsq","standard","0.31317590104716","0.288410100419307","0.30218688130956","0.311492907612015","0.343326799433992","0.322372031577762","0.295439806307487","0.321129074071569","0.323200226997453","0.337155830147851","0.301866538561066","0.289189055232743","0.281090410951195","0.322353525439147","0.31553956854654","0.337976761839236","0.298546232137555","0.346280536377964","0.320024055944747","0.299870882495981","0.303513876609976","0.319979689767482","0.309383115732453","0.338959376404595","0.331181429372787","0.355354949283777","0.300870806027392","0.328389217178152","0.305324594139647","0.314775667510354","0.27588106305995","0.356852329127073","0.318894016199235","0.301981232478285","0.331052230916955","0.299313244148465","0.340364923066773","0.34752661707243","0.338287890168828","0.320689419943572","0.35897457733503","0.321565774225536","0.344792484129013","0.322090883292337","0.287765311992133","0.357202222454481","0.331631135237086","0.279728033376733","0.302677600393335","0.316030530451067","0.315444565127741","0.337104094593315","0.302249050259503","0.321358351252384","0.321271984173314","0.297175092768813","0.295951164204197","0.328115063877507","0.333697516973987","0.291392485574272","0.29173990605257","0.312917478971698","0.339478502441527","0.33899234182381","0.332426942903262","0.351912973839236","0.311215272331861","0.328704488547383","0.28494928296402","0.314970172285853","0.344445198160987","0.307409860738834","0.298498180256917","0.275043941353477","0.299007028382147","0.312047285084183","0.329925170094102","0.317480047569681","0.307998347731073","0.314099009178071","0.281073628964822","0.322017335285164","0.320604351784333","0.325641849066369","0.335382040670118","0.304721754051511","0.322543311996518","0.307547493431648","0.334895366543922","0.307277504886418","0.336858776106617","0.28811661812741","0.331073428881202","0.329921896501015","0.298743711431902","0.288638385103461","0.30112243897637","0.323010531324543","0.289372352805354","0.296429484854965"
"mae","standard","27609.1326151216","28237.2109437993","27425.8404534568","28202.677597118","27595.8952098355","27629.0523357397","28382.5740106621","26789.8700348916","28282.1262219741","26564.5403848586","27676.5717669805","29106.0540500074","28252.0625974573","27779.9931106467","27385.0900258273","27462.11577569","29559.8339641039","27152.5937935423","28297.1896099641","28187.5840362377","28582.2833752895","27822.6804393383","28319.8425998726","26296.6525188806","27673.708564653","26582.9359160064","27872.6432576631","27863.0952841026","28329.6197028634","27954.0885726084","28243.4155616584","27243.8757110416","27679.1374181138","28650.2679357503","26998.2218906586","27885.7664270389","27691.4012619608","27896.0478295619","27242.3895947222","28134.3955124774","26589.5337023855","27781.3196830881","27029.1374097688","28353.5389945855","28473.8657505535","27834.6479770228","27102.5278006734","28670.3019867597","28491.1850073136","28198.1831638029","27874.4288667366","27602.0639971945","29378.9644650544","28561.8394379411","27523.6021646829","28015.0493169299","28361.3996530577","27612.641967426","27901.531470102","28860.8626973692","28153.8578192751","27965.079607417","27346.2785125762","26762.8755590811","27801.2408137133","26490.3022944226","28113.8289745422","27469.3446472998","28761.3485833822","28697.3179242527","28166.7175971005","28702.5140682348","28114.5827521064","28323.0312307102","28676.2111497473","27203.8660225782","27527.1432408427","27361.5570530784","27884.4979366302","27737.8217382773","29450.1675997493","27346.0599067605","27295.5124758669","27680.2280954029","28287.5976366965","27620.795337119","28109.2999463122","27236.887914217","27253.7046209843","27383.6385031132","27790.1823021655","28148.9827779464","27739.9026597849","27933.1107187383","28230.6935355957","27596.9293748387","28635.9718468586","28223.6456581552","29239.9700297016","27984.3798770551"
"Bias","Standard","1099.54464458729","1945.72854214709","2154.11652094818","1102.89993368197","1438.15843875388","1213.60905577477","1270.98660614987","631.258064097839","3372.89258104341","923.324593636805","1078.05106805153","2581.20600371999","3097.48263717066","437.970611781031","557.16641537339","1413.82172694357","3320.58356191345","1709.85145415393","1942.88959623301","2405.25802354656","4130.9749301652","2675.58698464721","3194.93763259164","842.871313360242","1766.20310577488","1137.06617956676","1230.91567132285","2761.70649965168","2973.41545160038","822.184022571775","3101.48030298978","574.803995495131","2320.45373132461","3160.8576133433","1986.45330611674","2631.437681088","2694.56546267865","3170.7031411508","615.827579388315","1501.02425131019","171.692821591303","2190.96710368013","-708.695999951518","2341.71319333927","1389.73478315755","1331.54978800796","1320.65567867482","1951.46348859056","2483.00594763415","2666.74873955801","979.822094126619","3166.49859842922","2509.83284666063","3000.43001022564","3040.61537554689","1293.05254500146","2446.57564544154","2194.45463391557","1679.72527681853","3092.43574144371","3257.50278420329","1806.86658620109","573.423931562976","-211.086982494432","476.026948045532","1302.51705335728","1714.41426181584","1342.33435177565","2784.45217801057","2207.64146327837","2358.50278418409","3578.9247444262","1250.77323274656","1799.80690493299","3021.18455197702","1016.96970572371","2303.91699742479","1011.02561776519","1553.30840778323","2526.31902528971","5122.00417829295","943.466364557092","791.478050194632","2064.57185672558","2388.26661029682","858.558721059235","1568.46707566723","602.541957412316","1602.87698697121","1712.19881734543","2585.43674516838","1362.98118714241","1572.74491759284","2278.83539179946","2344.89486339964","611.453114326925","2820.63126721406","3075.95959242656","4052.46671241878","2426.16084846214"
"Gini","Standard","-0.0366437168340781","-0.0398476673931327","-0.0395833475126892","-0.0340553922892468","-0.0360878098986177","-0.0362236707965167","-0.0363115771397133","-0.0319135899617322","-0.0396595061356493","-0.0327602416623449","-0.0348277532475549","-0.0373122524538303","-0.0337245493187766","-0.0335582371444616","-0.0350757285109466","-0.0350845342327375","-0.0350612875186016","-0.037413587202991","-0.0391414641076153","-0.0357421125631845","-0.0343868209361062","-0.0348193895238182","-0.0399128521244165","-0.0342968254003608","-0.0361984302817291","-0.0300784431660759","-0.035018973518163","-0.0394289278842734","-0.03277218941912","-0.0414081302715203","-0.0362147385121716","-0.0369239998644844","-0.0354320015744634","-0.0366453221577103","-0.0343213040368937","-0.035830147841807","-0.0353931344684497","-0.0349844238480728","-0.0360143629886807","-0.0394544591963495","-0.0307910917981644","-0.0347402872062048","-0.0297737974619849","-0.0386480398437925","-0.0362958170630918","-0.0331261197088679","-0.0327329608126092","-0.0322803597082384","-0.0362093300718698","-0.0382225489488519","-0.0366132724675481","-0.0373871272372526","-0.0423911144025624","-0.0377215969670033","-0.0348876488824317","-0.037765612496969","-0.0382114232511412","-0.0362502855959974","-0.0383872283600795","-0.0385129489618521","-0.0372036576209211","-0.0383010403966182","-0.0346753673170497","-0.0330594421889145","-0.0338542822696581","-0.0321903850444869","-0.0397994209652097","-0.0351365585720487","-0.0404721718759902","-0.0399762887950601","-0.0361229683198871","-0.040274512447013","-0.0346810984092372","-0.0334758968174356","-0.0341643490019123","-0.0331254063539745","-0.0394213136978578","-0.0348813744194558","-0.0367212332594136","-0.0357715469772302","-0.0366733748082879","-0.0353110709143039","-0.0353209818281357","-0.0357125069135691","-0.0383140422309225","-0.0342880501157197","-0.0402674131164531","-0.0315477366093546","-0.0330526949492196","-0.0351541145473675","-0.0344999337439731","-0.0361210872792981","-0.039380470436754","-0.0370846417954453","-0.0380745087163632","-0.0366080257522299","-0.0357717591073197","-0.0366649631914697","-0.0417473247248381","-0.0348171572959473"
